review_text,rating,word_count,is_fake,is_duplicate,emojis,sentiment,scores,compound,label,review_len
Juicer,5.0,1,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,1
Best for Cooking,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}",0.6369,2,3
Delivery was late but product is fine 🚚⌛,3.0,8,0,0,🚚⌛,Positive,"{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.296}",0.296,2,8
Its okay,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.2263}",0.2263,2,2
Rubber will hurt,4.0,3,0,1,,Positive,"{'neg': 0.63, 'neu': 0.37, 'pos': 0.0, 'compound': -0.5267}",-0.5267,2,3
GOOD PRODUCT,3.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,2,2
Good...go ahead and order...no issues,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,5
Awesome daily use crockery,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.6249}",0.6249,2,4
Worst experience,1.0,2,0,1,,Negative,"{'neg': 0.804, 'neu': 0.196, 'pos': 0.0, 'compound': -0.6249}",-0.6249,0,2
worst service from flipkart this time,1.0,6,0,1,,Negative,"{'neg': 0.451, 'neu': 0.549, 'pos': 0.0, 'compound': -0.6249}",-0.6249,0,6
Great Deal for a budget gaming laptop,5.0,7,0,1,,Positive,"{'neg': 0.0, 'neu': 0.549, 'pos': 0.451, 'compound': 0.6249}",0.6249,2,7
Worthy enough for all the promises made,5.0,7,0,1,,Positive,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.6705}",0.6705,2,7
The portable hard-disk is fine,4.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.2023}",0.2023,2,5
Great product.....with this price range,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",0.6249,2,5
Its Good,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,2,2
An investment in health,4.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,4
Good choice,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,2,2
Want to buy a budget tv...this is the right choice for FHD,5.0,12,0,1,,Positive,"{'neg': 0.0, 'neu': 0.885, 'pos': 0.115, 'compound': 0.0772}",0.0772,2,12
Nice product from Flipkart,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.4215}",0.4215,2,4
Good Choice....,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,2,2
Does the job (almost),4.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,4
Pretty good,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.7269}",0.7269,2,2
Bought this for making chutney bt couldn't get max use of it,3.0,12,0,1,,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,12
Easy to carry around and have a rich sound signature,5.0,10,0,1,,Positive,"{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.7579}",0.7579,2,10
Not worth the price. The quality is poor and it broke after a week of use. 😞💔,2.0,17,0,0,😞💔,Negative,"{'neg': 0.368, 'neu': 0.632, 'pos': 0.0, 'compound': -0.7626}",-0.7626,0,17
"Don't waste your money, पैसे वाया जातील तुमचे, नका घेऊ.",1.0,10,0,0,,Negative,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.3252}",0.3252,0,10
GOOD Product,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.216, 'pos': 0.784, 'compound': 0.5622}",0.5622,2,2
Good product and easy Setup.,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.341, 'pos': 0.659, 'compound': 0.7003}",0.7003,2,5
Quality Service at best price,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.6369,2,5
Fantastic juicer,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.217, 'pos': 0.783, 'compound': 0.5574}",0.5574,2,2
सॉफ्टवेअर अपडेट नंतर हँग होत आहे.,2.0,6,0,0,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,6
Bad service,2.0,2,0,1,,Negative,"{'neg': 0.778, 'neu': 0.222, 'pos': 0.0, 'compound': -0.5423}",-0.5423,0,2
Great seller,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,2,2
Excellent buy at the affordable cost,4.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.575, 'pos': 0.425, 'compound': 0.5719}",0.5719,2,6
Works Perfectly with CRT TV. No better option than this.,5.0,10,0,1,,Positive,"{'neg': 0.135, 'neu': 0.429, 'pos': 0.436, 'compound': 0.7096}",0.7096,2,10
ESET-I am happy,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.351, 'pos': 0.649, 'compound': 0.5719}",0.5719,2,3
Slightly disappointed,2.0,2,0,1,,Negative,"{'neg': 0.737, 'neu': 0.263, 'pos': 0.0, 'compound': -0.4228}",-0.4228,0,2
Very Usefull buy - will make ur wife happy...,5.0,9,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,9
Neptune,5.0,1,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,1
Tv review,3.0,2,0,1,,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,2
Works well,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.2732}",0.2732,2,2
Best buy!,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.182, 'pos': 0.818, 'compound': 0.6696}",0.6696,2,2
Great Product! Value for money.,4.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.306, 'pos': 0.694, 'compound': 0.7777}",0.7777,2,5
Best In class,4.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}",0.6369,2,3
Terrific Purchase considering the Price Point !!!,5.0,7,0,1,,Positive,"{'neg': 0.0, 'neu': 0.601, 'pos': 0.399, 'compound': 0.6093}",0.6093,2,7
DO NOT WASTE YR MONEY ON THIS !!!,1.0,8,0,1,,Negative,"{'neg': 0.0, 'neu': 0.651, 'pos': 0.349, 'compound': 0.579}",0.579,0,8
Worth every penny,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.2263}",0.2263,2,3
Stopped Working After 5 mins!,2.0,5,0,1,,Negative,"{'neg': 0.422, 'neu': 0.578, 'pos': 0.0, 'compound': -0.2942}",-0.2942,0,5
Terrible product,1.0,2,0,1,,Negative,"{'neg': 0.756, 'neu': 0.244, 'pos': 0.0, 'compound': -0.4767}",-0.4767,0,2
"Best quality, easy to use. 100% satisfaction.",5.0,7,0,1,,Positive,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.875}",0.875,2,7
An absolute beast!,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,3
I love this product! It works perfectly and the quality is amazing! 😍👍,5.0,13,0,0,😍👍,Positive,"{'neg': 0.0, 'neu': 0.413, 'pos': 0.587, 'compound': 0.9298}",0.9298,2,13
Very very bad and worthless TV and I feel bad service TV,1.0,12,0,1,,Negative,"{'neg': 0.586, 'neu': 0.414, 'pos': 0.0, 'compound': -0.9063}",-0.9063,0,12
NYC product,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,2
Thanks,4.0,1,0,1,,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,2,1
Perfect product !,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.2, 'pos': 0.8, 'compound': 0.6114}",0.6114,2,3
Badly disappointed,2.0,2,0,1,,Negative,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.7351}",-0.7351,0,2
Classy Product,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,2,2
Very nice solo microwave,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.492, 'pos': 0.508, 'compound': 0.4754}",0.4754,2,4
Recamended Product,3.0,2,0,1,,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,2
Best sewing machine,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}",0.6369,2,3
Awesome product..,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,2,2
Works excellent,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}",0.5719,2,2
terrific,5.0,1,1,1,,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4767}",0.4767,2,1
Working good worth in price,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.5859}",0.5859,2,5
LOVED IT,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.204, 'pos': 0.796, 'compound': 0.5994}",0.5994,2,2
"आवडलं नाही, परत केलं मी.",1.0,5,0,0,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,5
Waste of money!,1.0,3,0,1,,Negative,"{'neg': 0.607, 'neu': 0.393, 'pos': 0.0, 'compound': -0.4753}",-0.4753,0,3
"Does what it says, Amazing service from Flipkart",5.0,8,0,1,,Positive,"{'neg': 0.0, 'neu': 0.648, 'pos': 0.352, 'compound': 0.5859}",0.5859,2,8
A Good Ball To Buy,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,2,5
Gud experience with filpkart,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,4
"आवाज बहुत साफ़ है, बेस्ट ब्लूटूथ स्पीकर।",5.0,7,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,7
Not reliable and bad quality product.,1.0,6,0,1,,Negative,"{'neg': 0.0, 'neu': 0.637, 'pos': 0.363, 'compound': 0.431}",0.431,0,6
Works very well as a repeater,4.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.626, 'pos': 0.374, 'compound': 0.3384}",0.3384,2,6
फोटो जैसा दिख रहा था वैसा नहीं है।,2.0,8,0,0,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,8
Wonderful- Excellent,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.8126}",0.8126,2,2
BEST IN THE MARKET,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}",0.6369,2,4
Good and Vaule for Money,4.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,2,5
Smart Microwave,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.27, 'pos': 0.73, 'compound': 0.4019}",0.4019,2,2
Must buy! Working as designed and as described,5.0,8,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,8
"Good set, safely packed, but really small bowls",3.0,8,0,1,,Positive,"{'neg': 0.0, 'neu': 0.597, 'pos': 0.403, 'compound': 0.4678}",0.4678,2,8
Best in the market at this price range,5.0,8,0,1,,Positive,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.6369}",0.6369,2,8
Don't buy this. It will stop working on 11th day.,1.0,10,0,1,,Negative,"{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.296}",-0.296,0,10
Good product and good delivery service,4.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.7003}",0.7003,2,6
Good product if you have guts,5.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}",0.4404,2,6
Just go for it,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,4
BAD PRODUCT,4.0,2,0,1,,Positive,"{'neg': 0.778, 'neu': 0.222, 'pos': 0.0, 'compound': -0.5423}",-0.5423,2,2
Just okay,3.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.2263}",0.2263,2,2
Worth in this price,4.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.612, 'pos': 0.388, 'compound': 0.2263}",0.2263,2,4
"Terrific, More than I expected.",5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.492, 'pos': 0.508, 'compound': 0.4767}",0.4767,2,5
i love it,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.6369}",0.6369,2,3
Good but could have been better,3.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.7003}",0.7003,2,6
Very hard n heavy,3.0,4,0,1,,Negative,"{'neg': 0.458, 'neu': 0.542, 'pos': 0.0, 'compound': -0.1761}",-0.1761,0,4
best product,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.6369}",0.6369,2,2
"Good, but very costly",2.0,4,0,1,,Negative,"{'neg': 0.341, 'neu': 0.334, 'pos': 0.326, 'compound': -0.0231}",-0.0231,0,4
मटेरियल खूप हलक्या प्रतीचे आहे.,1.0,5,0,0,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,5
Hardground football,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,2
Too Noisy. Dont Buy. Full Stop.,1.0,6,0,1,,Negative,"{'neg': 0.224, 'neu': 0.527, 'pos': 0.249, 'compound': 0.0485}",0.0485,0,6
5 Star Product,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,3
Best in the market!,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.4, 'pos': 0.6, 'compound': 0.6696}",0.6696,2,4
Met Expectations,3.0,2,0,1,,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,2
"बिल्कुल रिकमेंड करूँगा, बेस्ट चॉइस।",5.0,5,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,5
Good Deal,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,2,2
Hated it!,1.0,2,0,1,,Negative,"{'neg': 0.818, 'neu': 0.182, 'pos': 0.0, 'compound': -0.6696}",-0.6696,0,2
Awesome cooler,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,2,2
Great Microwave!,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.185, 'pos': 0.815, 'compound': 0.6588}",0.6588,2,2
food processor,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,2
Super!Excelleant product,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,2
"बहुत कंफर्टेबल है, पहनकर अच्छा लगा।",5.0,6,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,6
Good security for PC,4.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.274, 'pos': 0.726, 'compound': 0.6486}",0.6486,2,4
"product okk hai, but packaging was bad 😕",3.0,8,0,0,😕,Negative,"{'neg': 0.442, 'neu': 0.558, 'pos': 0.0, 'compound': -0.6956}",-0.6956,0,8
You need to shell out another Rs. 7000 for installation,4.0,10,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,10
Micro,5.0,1,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,1
Good not best,4.0,3,0,1,,Positive,"{'neg': 0.463, 'neu': 0.138, 'pos': 0.399, 'compound': -0.12}",-0.12,2,3
Neptune FX1 Dishwasher,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,3
"बकवास प्रॉडक्ट, वापरून बघू नका! Very bad quality.",1.0,8,0,0,,Negative,"{'neg': 0.369, 'neu': 0.631, 'pos': 0.0, 'compound': -0.623}",-0.623,0,8
BAD Clarity,2.0,2,0,1,,Negative,"{'neg': 0.611, 'neu': 0.0, 'pos': 0.389, 'compound': -0.368}",-0.368,0,2
Much better than hand wash.,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.33, 'pos': 0.67, 'compound': 0.7269}",0.7269,2,5
Must buy! It's an excellent product.,5.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.6114}",0.6114,2,6
Great Mixer,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,2,2
Basic appliance for reheating. Body heats up in 10mins,3.0,9,0,1,,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,9
Over all good !!,4.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.463, 'pos': 0.537, 'compound': 0.5399}",0.5399,2,4
very bad product,1.0,3,0,1,,Negative,"{'neg': 0.655, 'neu': 0.345, 'pos': 0.0, 'compound': -0.5849}",-0.5849,0,3
Best Sewing machine.,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}",0.6369,2,3
"Quality is best, नक्की खरेदी करा, आवडलं मला.",5.0,8,0,0,,Positive,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.6369}",0.6369,2,8
Item is good but Delhivery courier service worst.,1.0,8,0,1,,Negative,"{'neg': 0.415, 'neu': 0.441, 'pos': 0.143, 'compound': -0.6908}",-0.6908,0,8
Warranty is fake,1.0,3,0,1,,Negative,"{'neg': 0.608, 'neu': 0.392, 'pos': 0.0, 'compound': -0.4767}",-0.4767,0,3
Excellent Service,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}",0.5719,2,2
Excellent Solo Microwave - Perfect size - Perfect price,5.0,9,0,1,,Positive,"{'neg': 0.0, 'neu': 0.265, 'pos': 0.735, 'compound': 0.9022}",0.9022,2,9
"Timely delivery , next day Installation a top class service",4.0,10,0,1,,Positive,"{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.2023}",0.2023,2,10
"Superb experience, will buy again! ❤️",5.0,6,0,0,❤,Positive,"{'neg': 0.0, 'neu': 0.532, 'pos': 0.468, 'compound': 0.6588}",0.6588,2,6
Awesome same as explained,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.6249}",0.6249,2,4
Could be way better,2.0,4,0,1,,Negative,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,0,4
alam,2.0,1,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,1
Burning Smell,1.0,2,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,2
"साइज बहुत छोटा है, फिट नहीं हुआ।",2.0,7,0,0,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,7
Product quality is low,1.0,4,0,1,,Negative,"{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.2732}",-0.2732,0,4
"पॅकिंग खूप भारी होतं, सुरक्षित मिळालं.",5.0,6,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,6
this model has issue in wifi,1.0,6,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,6
Don't waste your money,1.0,4,0,1,,Negative,"{'neg': 0.0, 'neu': 0.563, 'pos': 0.437, 'compound': 0.3252}",0.3252,0,4
Great buy,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,2,2
"The product is okay, but the delivery was late 🚚⌛",3.0,10,0,0,🚚⌛,Positive,"{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.1154}",0.1154,2,10
good product but not best,4.0,5,0,1,,Positive,"{'neg': 0.479, 'neu': 0.316, 'pos': 0.205, 'compound': -0.5577}",-0.5577,2,5
Real Performer,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,2
"Worth every penny, Just got for it.",5.0,7,0,1,,Positive,"{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.2263}",0.2263,2,7
Good!!,5.0,1,1,1,,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5399}",0.5399,2,1
MI means TRUST from now on...,4.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.554, 'pos': 0.446, 'compound': 0.6166}",0.6166,2,6
Very Good product!,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.365, 'pos': 0.635, 'compound': 0.54}",0.54,2,3
नेहमीप्रमाणे बेस्ट सर्व्हिस.,5.0,3,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,3
Best among the water purifiers in this segment...,5.0,8,0,1,,Positive,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.6369}",0.6369,2,8
Good Stuff with Reasonable Price Only in Flipkart,4.0,8,0,1,,Positive,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",0.4404,2,8
genuine product,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,2
Satisfactory performance. bit noisy though,4.0,5,0,1,,Positive,"{'neg': 0.236, 'neu': 0.417, 'pos': 0.347, 'compound': 0.2023}",0.2023,2,5
Beast in this Range!,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,4
Good One,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,2,2
Worth it,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.2263}",0.2263,2,2
"पसंद नहीं आया, मैंने वापस कर दिया।",1.0,7,0,0,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,7
"चांगली खरेदी, मी समाधानी आहे.",5.0,5,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,5
Bajaj Food Processeor,1.0,3,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,3
Regular usage not good.,2.0,4,0,1,,Negative,"{'neg': 0.445, 'neu': 0.555, 'pos': 0.0, 'compound': -0.3412}",-0.3412,0,4
Need of these days.,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,4
"खूप छान प्रॉडक्ट आहे, आवडलं! ✨",5.0,6,0,0,✨,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,6
Easy to grind..!!,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.365, 'pos': 0.635, 'compound': 0.5399}",0.5399,2,3
"Black color is not good.. size, fitting and elastic are good",4.0,11,0,1,,Positive,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}",0.4404,2,11
Great product for offered price,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",0.6249,2,5
nice product,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,2,2
"खूप फास्ट डिलिव्हरी, थँक्स!",5.0,4,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,4
why is this so overpriced at Flipkart,3.0,7,0,1,,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,7
pre-install windows 11,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,3
Excellent Router compare to TP-Link TL-WR841 N 300,5.0,8,0,1,,Positive,"{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.5719}",0.5719,2,8
Great Product from Samsung!,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.406, 'pos': 0.594, 'compound': 0.6588}",0.6588,2,4
very useful,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.238, 'pos': 0.762, 'compound': 0.4927}",0.4927,2,2
Hats off,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,2
Simply awesome.,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,2,2
Good one,3.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,2,2
Not great,2.0,2,0,1,,Negative,"{'neg': 0.767, 'neu': 0.233, 'pos': 0.0, 'compound': -0.5096}",-0.5096,0,2
Well!!!,4.0,1,0,1,,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4545}",0.4545,2,1
